Effect,Dx_desc,chapter,outcome,OddsRatioEst,LowerCL,UpperCL,impute_flag
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,EMOTCategory_Num,1.40777,0.5593,3.17968,0
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,EMOTCategory_Num,1.90995,1.08766,3.18087,0
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,EMOTCategory_Num,1.61007,1.08766,2.3086,0
PDx_M60toM63,Disorders of muscles,Chp13_PDx,EMOTCategory_Num,1.3685,0.61761,2.75009,0
PDx_M50toM54,Other dorsopathies,Chp13_PDx,EMOTCategory_Num,0.7735,0.26061,2.03966,0
PDx_M45toM49,Spondylopathies,Chp13_PDx,EMOTCategory_Num,1.54819,0.49742,4.30661,0
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,EMOTCategory_Num,1.44347,0.52836,3.4867,0
PDx_M20toM25,Other joint disorders,Chp13_PDx,EMOTCategory_Num,1.46132,0.92463,2.21459,0
PDx_M15toM19,Arthrosis,Chp13_PDx,EMOTCategory_Num,1.17334,0.29512,4.62791,0
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,EMOTCategory_Num,1.16382,0.50456,2.4276,0
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,EMOTCategory_Num,1.2614,0.57715,2.49781,0
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,EMOTCategory_Num,1.81356,1.1424,2.76199,0
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,EMOTCategory_Num,0.90797,0.42959,1.73383,0
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,EMOTCategory_Num,1.5232,0.48671,4.33993,0
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,EMOTCategory_Num,1.00793,0.60571,1.58746,0
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,EMOTCategory_Num,1.06862,0.33082,3.07972,0
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,EMOTCategory_Num,0.90916,0.56763,1.38754,0
PDx_L10toL14,Bullous disorders,Chp12_PDx,EMOTCategory_Num,1.07457,0.28084,3.96627,0
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,EMOTCategory_Num,1.29591,1.0829,1.53867,0
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,EMOTCategory_Num,1.16025,0.73542,1.75049,0
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,EMOTCategory_Num,1.06267,0.32963,3.04997,0
PDx_K70toK77,Diseases of liver,Chp11_PDx,EMOTCategory_Num,0.90321,0.25228,2.9869,0
PDx_K65toK67,Diseases of peritoneum,Chp11_PDx,EMOTCategory_Num,1.06862,0.27965,3.89844,0
PDx_K55toK63,Other diseases of intestines,Chp11_PDx,EMOTCategory_Num,1.12336,0.83538,1.48274,0
PDx_K50toK52,Noninfective enteritis and colitis,Chp11_PDx,EMOTCategory_Num,0.9758,0.45815,1.88496,0
PDx_K40toK46,Hernia,Chp11_PDx,EMOTCategory_Num,1.21499,0.9996,1.4637,0
PDx_K35toK38,Diseases of appendix,Chp11_PDx,EMOTCategory_Num,0.9639,0.64974,1.38278,0
PDx_K20toK31,"Diseases of oesophagus, stomach and duodenum",Chp11_PDx,EMOTCategory_Num,1.42324,1.07219,1.85521,0
PDx_K00toK14,"Diseases of oral cavity, salivary glands and jaws",Chp11_PDx,EMOTCategory_Num,1.2495,1.11741,1.39349,0
PDx_J95toJ99,Other diseases of the respiratory system,Chp10_PDx,EMOTCategory_Num,0.90678,0.59024,1.33518,0
PDx_J90toJ94,Other diseases of pleura,Chp10_PDx,EMOTCategory_Num,0.952,0.26061,3.2606,0
PDx_J85toJ86,Suppurative and necrotic conditions of lower respiratory tract,Chp10_PDx,EMOTCategory_Num,1.51368,0.41888,5.13128,0
PDx_J80toJ84,Other respiratory diseases principally affecting the interstitium,Chp10_PDx,EMOTCategory_Num,2.00991,0.59143,6.43195,0
PDx_J60toJ70,Lung diseases due to external agents,Chp10_PDx,EMOTCategory_Num,1.58746,0.50575,4.45179,0
PDx_J40toJ47,Chronic lower respiratory diseases,Chp10_PDx,EMOTCategory_Num,1.14597,1.03173,1.27092,0
PDx_J30toJ39,Other diseases of upper respiratory tract,Chp10_PDx,EMOTCategory_Num,1.11146,1.00793,1.22213,0
PDx_J20toJ22,Other acute lower respiratory infections,Chp10_PDx,EMOTCategory_Num,1.31971,1.19714,1.45299,0
PDx_J10toJ18,Influenza and pneumonia,Chp10_PDx,EMOTCategory_Num,1.20547,1.05077,1.37683,0
PDx_J00toJ06,Acute upper respiratory infections,Chp10_PDx,EMOTCategory_Num,1.27092,1.15787,1.39349,0
PDx_I95toI99,Other and unspecified disorders of the circulatory system,Chp09_PDx,EMOTCategory_Num,1.60055,0.43316,5.61561,0
PDx_I80toI89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Chp09_PDx,EMOTCategory_Num,1.27211,0.83657,1.86592,0
PDx_I70toI79,"Diseases of arteries, arterioles and capillaries",Chp09_PDx,EMOTCategory_Num,1.62078,0.5117,4.59816,0
PDx_I60toI69,Cerebrovascular diseases,Chp09_PDx,EMOTCategory_Num,1.08885,0.33558,3.16064,0
PDx_I30toI52,Other forms of heart disease,Chp09_PDx,EMOTCategory_Num,0.86751,0.31892,2.07893,0
PDx_I26toI28,Pulmonary heart disease and diseases of pulmonary circulation,Chp09_PDx,EMOTCategory_Num,1.76834,0.46053,6.64853,0
PDx_I10toI15,Hypertensive diseases,Chp09_PDx,EMOTCategory_Num,0.79016,0.23086,2.4514,0
PDx_I00toI02,Acute rheumatic fever,Chp09_PDx,EMOTCategory_Num,1.16977,0.29512,4.59816,0
PDx_H90toH95,Other disorders of ear,Chp08_PDx,EMOTCategory_Num,1.68028,1.05553,2.57159,0
PDx_H80toH83,Diseases of inner ear,Chp08_PDx,EMOTCategory_Num,1.25783,0.37128,3.82109,0
PDx_H65toH75,Diseases of middle ear and mastoid,Chp08_PDx,EMOTCategory_Num,1.43157,1.28758,1.58627,0
PDx_H60toH62,Diseases of external ear,Chp08_PDx,EMOTCategory_Num,1.51844,0.84609,2.56326,0
PDx_H55toH59,Other disorders of eye and adnexa,Chp07_PDx,EMOTCategory_Num,1.13169,0.39032,2.91907,0
PDx_H53toH54,Visual disturbances and blindness,Chp07_PDx,EMOTCategory_Num,1.17929,0.35581,3.5105,0
PDx_H49toH52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",Chp07_PDx,EMOTCategory_Num,1.4518,1.01626,2.01705,0
PDx_H46toH48,Disorders of optic nerve and visual pathways,Chp07_PDx,EMOTCategory_Num,1.47203,0.41174,4.88733,0
PDx_H43toH45,Disorders of vitreous body and globe,Chp07_PDx,EMOTCategory_Num,1.35898,0.38675,4.4863,0
PDx_H40toH42,Glaucoma,Chp07_PDx,EMOTCategory_Num,0.93177,0.25585,3.18563,0
PDx_H30toH36,Disorders of choroid and retina,Chp07_PDx,EMOTCategory_Num,0.97342,0.26418,3.36056,0
PDx_H25toH28,Disorders of lens,Chp07_PDx,EMOTCategory_Num,1.44585,0.47005,4.01506,0
PDx_H15toH22,"Disorders of sclera, cornea, iris and ciliary body",Chp07_PDx,EMOTCategory_Num,0.84133,0.27846,2.25981,0
PDx_H10toH13,Disorders of conjunctiva,Chp07_PDx,EMOTCategory_Num,1.03768,0.40103,2.38833,0
PDx_H00toH06,"Disorders of eyelid, lacrimal system and orbit",Chp07_PDx,EMOTCategory_Num,1.27687,0.91273,1.74097,0
PDx_G90toG99,Other disorders of the nervous system,Chp06_PDx,EMOTCategory_Num,1.99325,0.89488,4.0936,0
PDx_G80toG83,Cerebral palsy and other paralytic syndromes,Chp06_PDx,EMOTCategory_Num,0.85442,0.24395,2.7251,0
PDx_G70toG73,Diseases of myoneural junction and muscle,Chp06_PDx,EMOTCategory_Num,1.04244,0.27608,3.73541,0
PDx_G60toG64,Polyneuropathies and other disorders of the peripheral nervous system,Chp06_PDx,EMOTCategory_Num,1.09361,0.33677,3.19158,0
PDx_G50toG59,"Nerve, nerve root and plexus disorders",Chp06_PDx,EMOTCategory_Num,0.85561,0.24395,2.73938,0
PDx_G40toG47,Episodic and paroxysmal disorders,Chp06_PDx,EMOTCategory_Num,1.26021,1.09004,1.44823,0
PDx_G20toG26,Extrapyramidal and movement disorders,Chp06_PDx,EMOTCategory_Num,1.55057,0.55573,3.86155,0
PDx_G10toG13,Systemic atrophies primarily affecting the central nervous system,Chp06_PDx,EMOTCategory_Num,0.92344,0.25466,3.11066,0
PDx_G00toG09,Inflammatory diseases of the central nervous system,Chp06_PDx,EMOTCategory_Num,0.86513,0.39032,1.72431,0
PDx_F99toF99,Unspecified mental disorder,Chp05_PDx,EMOTCategory_Num,1.15073,0.29155,4.46131,0
PDx_F90toF98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Chp05_PDx,EMOTCategory_Num,2.98928,1.69456,5.05274,0
PDx_F80toF89,Disorders of psychological development,Chp05_PDx,EMOTCategory_Num,1.84926,0.73661,4.27924,0
PDx_F70toF79,Mental retardation,Chp05_PDx,EMOTCategory_Num,1.7136,0.4522,6.27487,0
PDx_F60toF69,Disorders of adult personality and behaviour,Chp05_PDx,EMOTCategory_Num,1.17691,0.29512,4.65171,0
PDx_F50toF59,Behavioural syndromes associated with physiological disturbances and physical factors,Chp05_PDx,EMOTCategory_Num,1.46608,0.93415,2.20388,0
PDx_F40toF48,"Neurotic, stress-related and somatoform disorders",Chp05_PDx,EMOTCategory_Num,1.25426,0.4165,3.44624,0
PDx_F30toF39,Mood [affective] disorders,Chp05_PDx,EMOTCategory_Num,1.04601,0.27489,3.82109,0
PDx_F10toF19,Mental and behavioural disorders due to psychoactive substance use,Chp05_PDx,EMOTCategory_Num,1.52201,0.41769,5.34548,0
PDx_F00toF09,"Organic, including symptomatic, mental disorders",Chp05_PDx,EMOTCategory_Num,1.05672,0.27727,3.81871,0
PDx_E70toE89,Metabolic disorders,Chp04_PDx,EMOTCategory_Num,1.61364,0.99484,2.50614,0
PDx_E65toE68,Obesity and other hyperalimentation,Chp04_PDx,EMOTCategory_Num,0.92701,0.25585,3.09757,0
PDx_E50toE64,Other nutritional deficiencies,Chp04_PDx,EMOTCategory_Num,0.97223,0.3094,2.7251,0
PDx_E40toE46,Malnutrition,Chp04_PDx,EMOTCategory_Num,1.69694,0.44863,6.23917,0
PDx_E20toE35,Disorders of other endocrine glands,Chp04_PDx,EMOTCategory_Num,1.14359,0.4998,2.35739,0
PDx_E15toE16,Other disorders of glucose regulation and pancreatic internal secretion,Chp04_PDx,EMOTCategory_Num,0.83776,0.31059,1.99087,0
PDx_E00toE07,Disorders of thyroid gland,Chp04_PDx,EMOTCategory_Num,2.19912,0.63427,7.07098,0
PDx_D80toD89,Certain disorders involving the immune mechanism,Chp03_PDx,EMOTCategory_Num,1.13645,0.28917,4.36135,0
PDx_D70toD77,Other diseases of blood and blood-forming organs,Chp03_PDx,EMOTCategory_Num,1.14121,0.53193,2.26338,0
PDx_D65toD69,"Coagulation defects, purpura and other haemorrhagic conditions",Chp03_PDx,EMOTCategory_Num,1.29234,0.77588,2.0468,0
PDx_D60toD64,Aplastic and other anaemias,Chp03_PDx,EMOTCategory_Num,0.87941,0.28798,2.37762,0
PDx_D55toD59,Haemolytic anaemias,Chp03_PDx,EMOTCategory_Num,0.85918,0.28322,2.28956,0
PDx_D50toD53,Nutritional anaemias,Chp03_PDx,EMOTCategory_Num,1.11503,0.38794,2.82625,0
PDx_D37toD48,Neoplasms of uncertain or unknown behaviour,Chp02_PDx,EMOTCategory_Num,0.97699,0.3451,2.47639,0
PDx_D10toD36,Benign neoplasms,Chp02_PDx,EMOTCategory_Num,1.05434,0.77112,1.40896,0
PDx_D00toD09,In situ neoplasms,Chp02_PDx,EMOTCategory_Num,1.81832,0.47005,6.81632,0
PDx_C81toC96,"Malignant neoplasms of lymphoid, haematopoietic and related tissue",Chp02_PDx,EMOTCategory_Num,0.69258,0.25942,1.67552,0
PDx_C76toC80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Chp02_PDx,EMOTCategory_Num,1.98135,0.58786,6.19514,0
PDx_C73toC75,Malignant neoplasms of thyroid and other endocrine glands,Chp02_PDx,EMOTCategory_Num,0.97818,0.26299,3.4629,0
PDx_C69toC72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Chp02_PDx,EMOTCategory_Num,1.73621,0.59857,4.58864,0
PDx_C64toC68,Malignant neoplasms of urinary tract,Chp02_PDx,EMOTCategory_Num,1.01507,0.31654,2.97738,0
PDx_C60toC63,Malignant neoplasms of male genital organs,Chp02_PDx,EMOTCategory_Num,1.14121,0.29036,4.39586,0
PDx_C45toC49,Malignant neoplasms of mesothelial and soft tissue,Chp02_PDx,EMOTCategory_Num,1.22213,0.36057,3.82823,0
PDx_C43toC44,Melanoma and other malignant neoplasms of skin,Chp02_PDx,EMOTCategory_Num,1.03649,0.27489,3.70685,0
PDx_C40toC41,Malignant neoplasms of bone and articular cartilage,Chp02_PDx,EMOTCategory_Num,1.0591,0.27846,3.8556,0
PDx_C30toC39,Malignant neoplasms of respiratory and intrathoracic organs,Chp02_PDx,EMOTCategory_Num,0.97104,0.2618,3.42363,0
PDx_C15toC26,Malignant neoplasms of digestive organs,Chp02_PDx,EMOTCategory_Num,1.0591,0.27727,3.87464,0
PDx_B99toB99,Other infectious diseases,Chp01_PDx,EMOTCategory_Num,0.93415,0.25704,3.11661,0
PDx_B95toB97,"Bacterial, viral and other infectious agents",Chp01_PDx,EMOTCategory_Num,1.04006,0.36771,2.58825,0
PDx_B85toB89,"Pediculosis, acariasis and other infestations",Chp01_PDx,EMOTCategory_Num,1.4875,0.6188,3.27012,0
PDx_B65toB83,Helminthiases,Chp01_PDx,EMOTCategory_Num,0.82824,0.238,2.61443,0
PDx_B50toB64,Protozoal diseases,Chp01_PDx,EMOTCategory_Num,1.12455,0.28798,4.27805,0
PDx_B35toB49,Mycoses,Chp01_PDx,EMOTCategory_Num,1.00079,0.38437,2.35025,0
PDx_B25toB34,Other viral diseases,Chp01_PDx,EMOTCategory_Num,1.19119,1.04601,1.35065,0
PDx_B15toB19,Viral hepatitis,Chp01_PDx,EMOTCategory_Num,0.93653,0.25704,3.16778,0
PDx_B00toB09,Viral infections characterised by skin and mucous membrane lesions,Chp01_PDx,EMOTCategory_Num,1.31495,0.98889,1.71836,0
PDx_A90toA99,Arthropod-borne viral fevers and viral haemorrhagic fevers,Chp01_PDx,EMOTCategory_Num,1.09837,0.28322,4.13406,0
PDx_A80toA89,Viral infections of the central nervous system,Chp01_PDx,EMOTCategory_Num,2.19198,1.28163,3.57,0
PDx_A75toA79,Rickettsioses,Chp01_PDx,EMOTCategory_Num,1.06981,0.27965,3.91629,0
PDx_A65toA69,Other spirochaetal diseases,Chp01_PDx,EMOTCategory_Num,1.09599,0.28322,4.10193,0
PDx_A50toA64,Infections with a predominantly sexual mode of transmission,Chp01_PDx,EMOTCategory_Num,1.03887,0.27489,3.77349,0
PDx_A30toA49,Other bacterial diseases,Chp01_PDx,EMOTCategory_Num,1.19,0.84847,1.62792,0
PDx_A15toA19,Tuberculosis,Chp01_PDx,EMOTCategory_Num,1.1067,0.2856,4.19832,0
PDx_A00toA09,Intestinal infectious diseases,Chp01_PDx,EMOTCategory_Num,1.24593,1.13883,1.36017,0
PDx_T66toT78,Other and unspecified effects of external causes,Chp19_PDx,SOCCategory_Num,1.43514,1.07814,1.87544,0
PDx_T51toT65,Toxic effects of substances chiefly nonmedicinal as to source,Chp19_PDx,SOCCategory_Num,1.06624,0.66759,1.63149,0
PDx_T36toT50,"Poisoning by drugs, medicaments and biological substances",Chp19_PDx,SOCCategory_Num,2.06227,1.61364,2.60729,0
PDx_T29toT31,Burns of multiple and unspecified body regions,Chp19_PDx,SOCCategory_Num,1.4399,0.4046,4.82545,0
PDx_T26toT28,Burns of eye and internal organs,Chp19_PDx,SOCCategory_Num,1.58151,0.49861,4.60887,0
PDx_T20toT25,"Burns of external body surface, specified by site",Chp19_PDx,SOCCategory_Num,1.54462,1.22094,1.93256,0
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,SOCCategory_Num,1.68742,1.33399,2.10987,0
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,SOCCategory_Num,0.64141,0.24871,1.45775,0
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,SOCCategory_Num,2.25386,0.64141,7.49581,0
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,SOCCategory_Num,1.21023,0.86513,1.6541,0
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,SOCCategory_Num,1.17691,0.84728,1.59817,0
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,SOCCategory_Num,1.30543,0.86989,1.89924,0
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,SOCCategory_Num,1.32566,1.08171,1.61126,0
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,SOCCategory_Num,1.19,1.00912,1.3923,0
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,SOCCategory_Num,1.32209,1.06148,1.62792,0
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,SOCCategory_Num,1.47322,0.9282,2.25029,0
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,SOCCategory_Num,1.74692,0.7616,3.66044,0
PDx_S10toS19,Injuries to the neck,Chp19_PDx,SOCCategory_Num,1.01269,0.47243,1.97421,0
PDx_S00toS09,Injuries to the head,Chp19_PDx,SOCCategory_Num,1.48036,1.31614,1.66005,0
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,SOCCategory_Num,1.33637,0.7021,2.35977,0
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,SOCCategory_Num,0.86751,0.52241,1.36493,0
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,SOCCategory_Num,0.9877,0.26656,3.42839,0
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,SOCCategory_Num,1.40539,0.92701,2.06227,0
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,SOCCategory_Num,1.16858,0.90321,1.48869,0
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,SOCCategory_Num,1.56366,0.80801,2.81673,0
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,SOCCategory_Num,1.06029,0.72709,1.49583,0
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,SOCCategory_Num,1.42919,0.80682,2.39666,0
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,SOCCategory_Num,0.89607,0.49147,1.52677,0
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,SOCCategory_Num,1.64577,0.4403,5.91668,0
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,SOCCategory_Num,1.64577,0.44149,5.82981,0
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,SOCCategory_Num,1.94446,0.58191,5.96309,0
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,SOCCategory_Num,0.9877,0.26537,3.49265,0
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,SOCCategory_Num,1.25426,0.54026,2.63347,0
PDx_P10toP15,Birth trauma,Chp16_PDx,SOCCategory_Num,1.09242,0.28322,4.07337,0
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,SOCCategory_Num,1.09599,0.28322,4.08765,0
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,SOCCategory_Num,1.09123,0.28203,4.11621,0
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,SOCCategory_Num,0.68901,0.21063,2.023,0
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,SOCCategory_Num,0.78183,0.22967,2.36929,0
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,SOCCategory_Num,1.22213,0.4165,3.15826,0
PDx_N60toN64,Disorders of breast,Chp14_PDx,SOCCategory_Num,0.8687,0.28441,2.34906,0
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,SOCCategory_Num,1.23403,1.04601,1.44704,0
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,SOCCategory_Num,1.25545,1.02935,1.51725,0
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,SOCCategory_Num,0.70686,0.2142,2.06346,0
PDx_N20toN23,Urolithiasis,Chp14_PDx,SOCCategory_Num,1.33875,0.38556,4.26734,0
PDx_N17toN19,Renal failure,Chp14_PDx,SOCCategory_Num,1.0234,0.27251,3.64378,0
PDx_N10toN16,Renal tubulo-interstitial diseases,Chp14_PDx,SOCCategory_Num,1.27211,0.75565,2.02895,0
PDx_N00toN08,Glomerular diseases,Chp14_PDx,SOCCategory_Num,0.64022,0.24633,1.47322,0
PDx_M91toM94,Chondropathies,Chp13_PDx,SOCCategory_Num,1.23284,0.41769,3.26179,0
PDx_M86toM90,Other osteopathies,Chp13_PDx,SOCCategory_Num,0.93177,0.45696,1.73502,0
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,SOCCategory_Num,1.39944,0.55692,3.14755,0
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,SOCCategory_Num,1.1067,0.59857,1.91352,0
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,SOCCategory_Num,1.69813,1.18762,2.36572,0
PDx_M60toM63,Disorders of muscles,Chp13_PDx,SOCCategory_Num,1.24117,0.56525,2.47758,0
PDx_M50toM54,Other dorsopathies,Chp13_PDx,SOCCategory_Num,1.1424,0.43078,2.72748,0
PDx_M45toM49,Spondylopathies,Chp13_PDx,SOCCategory_Num,1.44228,0.47243,3.92224,0
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,SOCCategory_Num,1.53272,0.60333,3.47837,0
PDx_M20toM25,Other joint disorders,Chp13_PDx,SOCCategory_Num,1.3566,0.8687,2.03728,0
PDx_M15toM19,Arthrosis,Chp13_PDx,SOCCategory_Num,1.16382,0.29393,4.55056,0
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,SOCCategory_Num,1.03411,0.45577,2.1182,0
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,SOCCategory_Num,1.23284,0.58905,2.35739,0
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,SOCCategory_Num,1.85283,1.22332,2.71677,0
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,SOCCategory_Num,1.07933,0.5593,1.92304,0
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,SOCCategory_Num,0.98294,0.3094,2.84291,0
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,SOCCategory_Num,1.21737,0.79135,1.80285,0
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,SOCCategory_Num,2.61919,0.99722,6.34984,0
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,SOCCategory_Num,1.26378,0.87227,1.78024,0
PDx_L10toL14,Bullous disorders,Chp12_PDx,SOCCategory_Num,1.05553,0.27727,3.86869,0
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,SOCCategory_Num,1.43038,1.22332,1.66481,0
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,SOCCategory_Num,1.1662,0.76517,1.71122,0
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,SOCCategory_Num,0.94486,0.30345,2.62038,0
PDx_K70toK77,Diseases of liver,Chp11_PDx,SOCCategory_Num,0.8092,0.23324,2.5704,0
PDx_K65toK67,Diseases of peritoneum,Chp11_PDx,SOCCategory_Num,1.05077,0.27727,3.7842,0
PDx_K55toK63,Other diseases of intestines,Chp11_PDx,SOCCategory_Num,1.02578,0.77112,1.34113,0
PDx_K50toK52,Noninfective enteritis and colitis,Chp11_PDx,SOCCategory_Num,0.92463,0.4522,1.7255,0
PDx_K40toK46,Hernia,Chp11_PDx,SOCCategory_Num,1.19833,0.99841,1.428,0
PDx_K35toK38,Diseases of appendix,Chp11_PDx,SOCCategory_Num,1.08171,0.75922,1.4994,0
PDx_K20toK31,"Diseases of oesophagus, stomach and duodenum",Chp11_PDx,SOCCategory_Num,1.35184,1.03411,1.73859,0
PDx_K00toK14,"Diseases of oral cavity, salivary glands and jaws",Chp11_PDx,SOCCategory_Num,1.26854,1.14716,1.39944,0
